# ===========================================================================
# quantities.tsv -- the declaration of WHAT EACH RUN MUST REPORT.
# ===========================================================================
# matrix.tsv says WHAT TO RUN: 630 cells, each a procedure, a dataset and
# every option setting. It never said what a cell that ran must come back
# with. Without that, neither runner could be short of anything: a quantity
# absent from one table was indistinguishable from a feature the plugin does
# not have, and the difference was settled by writing a sentence in
# compare.R's DECLARED[] rather than by reading the plugin.
#
# That is how D-NOCI survived. It claimed no post-hoc comparison in the
# plugin returns a confidence interval, and it covered 1500 rows -- the
# largest entry in the table. @emlOneWayAnova returns .qCritical, .msWithin
# and .groupN[] when .tukey = 1, graphs/eml-annotation-procedures.praat:5569
# builds the family-wise half-width from exactly those three and PRINTS the
# interval, and the kit's own praat_reports/*.txt carry it:
#
#     -- Tukey HSD Mean Differences (95% family-wise CI) ---
#     Comparison                Difference    95% CI
#     Soprano - Mezzo           5.5295        [1.8896, 9.1694]
#
# The Praat runner never read those bounds. With nothing declaring that a
# Tukey cell owes an interval, a runner bug looked like a plugin gap.
#
# DERIVED, NOT WRITTEN FROM MEMORY. Every row below was read off the source
# named in its `source` column, in this order of authority:
#
#   1. The procedure's own `Output:` / `Outputs:` header, where it has one.
#      CLAUDE.md requires reading that header before consuming a return,
#      precisely because the returned name differs from the parameter name.
#   2. @emlPublishAnalysisResult's argument contract
#      (stats/eml-extract.praat:4370) -- THE WRITE SITE, the single place any
#      emlStore name is assigned. For the analysis lane this IS the
#      orchestrator's declared output surface: omnibus stat / df1 / df2 / p,
#      effect, n, the SECOND ARM where a door ran two tests of one
#      hypothesis, and the four post-hoc matrices
#      (.pMatrix## .diffMatrix## .statMatrix## .effectMatrix##).
#   3. The reporter that prints it, where a quantity is assembled for the
#      report out of several kernel returns and has no single header of its
#      own (medians in the Group Descriptives block; the Tukey interval;
#      adjusted R-squared). A number a user reads in the Info window is a
#      number the plugin reports, whatever slot it arrives in.
#
# HEADERS READ: 32 procedures. The full list is in the `source` column;
# every distinct file:line there is a header that was opened and read.
#
# ---------------------------------------------------------------------------
# FINDING: 12 OF THE 13 ANALYSIS-LANE ORCHESTRATORS HAVE NO Outputs HEADER.
# ---------------------------------------------------------------------------
# stats/eml-analysis.praat is 4800 lines and contains exactly ONE `Outputs:`
# block (line 3193, @emlRunGroupedRegression) -- and that one lists only
# .pgTotal / .pgRun / .pgSkipped, the group counts, not one statistic. These
# twelve have none at all:
#
#   @emlRunTwoGroupAnalysis   @emlRunAnovaAnalysis     @emlRunKWAnalysis
#   @emlRunPairwiseAnalysis   @emlRunPairedAnalysis    @emlRunCorrelationAnalysis
#   @emlRunRegressionAnalysis @emlRunTwoWayAnalysis    @emlRunRepeatedMeasuresAnalysis
#   @emlRunFriedmanAnalysis   @emlRunNormalityAnalysis @emlRunDescriptiveAnalysis
#
# They are the twelve doors a user actually walks through, and they are the
# twelve with nothing to read before consuming a return. That is why every
# analysis-lane row below cites either a KERNEL header (@emlTTest,
# @emlOneWayAnova, @emlKruskalWallis, ...) or the write site, never the
# orchestrator: the orchestrators do not say what they return, so the
# contract had to be assembled from the layer underneath them and from the
# layer above them. Recommend the twelve get headers; until they do, this
# file is the nearest thing to one, and it is in the wrong repository layer.
#
# ---------------------------------------------------------------------------
# WHAT IS DELIBERATELY NOT CONTRACTED
# ---------------------------------------------------------------------------
# Bookkeeping and disclosure fields that appear in the headers but are not
# results a reader states an outcome in: .error$, .warning$, .capped,
# .hasTies, .method$, .alternative$, .nSkipped, .skipReason$, .nUndefined,
# .perfect, .sortMap[], .tieCorrection, .confidence (echoed input),
# .rowIndex#, .nPairs, .nGroups where a k is already contracted. Naming them
# here is the point: they are excluded on purpose, not overlooked.
#
# One header-listed RESULT is reported by neither runner and is named here so
# the gap is visible rather than absent: nothing else. @emlChiSquareIndependence's
# .nCellsBelow5 IS reported by both (n_cells_below5), and was the candidate.
#
# ---------------------------------------------------------------------------
# COLUMNS
# ---------------------------------------------------------------------------
#   procedure   the matrix.tsv procedure this contract clause governs
#   quantity    the quantity name in the shared long schema. Placeholders:
#                 <PAIR>  a post-hoc pair, "labela__labelb", first-minus-second
#                 <LEVEL> a group or condition level, slugged
#                 <ITEM>  a scale item column, slugged
#                 <ROW>   a respondent row number
#                 <TERM>  a two-way ANOVA term
#   scope       cell | pair | level | item | row | term -- how many of this
#               quantity one cell owes. `cell` owes exactly one.
#   when        the condition, over the cell's OWN AXES in matrix.tsv, under
#               which the cell owes it. Atoms: `always`; `<axis>=<value>`;
#               `<axis>!=<value>`; `<axis>:<v1>,<v2>` (membership). Joined
#               with `&`. A CONDITIONAL QUANTITY IS STILL CONTRACTED -- the
#               condition is written down, not used as an excuse to drop it.
#   sides       both | praat | r. `both` means each runner must report it and
#               the two are compared. `praat` / `r` means the quantity
#               belongs to that side alone, WITH THE REASON in `note` -- this
#               is the only thing that makes a one-sided row legitimate.
#   source      file:line of the header or reporter this row was read from.
#   note        why, where a `sides` other than `both` or a `when` other than
#               `always` needs one.
#
# HOW AN INDEX SET IS FIXED, and the one place this file reads output.
# `cell`- and `term`-scoped quantities are expanded from the declaration
# alone: one per cell, and for `term` the three two-way terms built from
# col_b, col_c and their interaction. `level`-scoped quantities on the
# repeated-measures and Friedman rows likewise come from the declaration --
# matrix.tsv's col_a IS the pipe-delimited condition list. But the group
# labels behind <PAIR>, the surviving <ROW> numbers and the <ITEM> columns
# are properties of the DATA, not of the declaration, and deriving them here
# would mean re-implementing each runner's row filtering in a third place.
# For those, compare.R takes the index set as the UNION of the indices each
# side actually emitted for that cell. That is weaker than a declaration and
# it is stated plainly rather than hidden: it cannot catch a pair BOTH
# runners drop, but it catches every case where one side reports an index and
# the other does not -- which is the entire class of defect this file exists
# to close, D-NOCI included.
#
# A quantity counts as REPORTED if the side emitted `<quantity>` or
# `<quantity>_undefined`. A runner that says "this is undefined here" has
# reported it; a runner that writes no row has not. That convention is the
# kit's own (n_undefined, gg_epsilon_undefined, chi_square_undefined).
# ===========================================================================
procedure	quantity	scope	when	sides	source	note
emlRunTwoGroupAnalysis	n_group1	cell	always	both	stats/eml-inferential.praat:90 @emlTTest .n1	
emlRunTwoGroupAnalysis	n_group2	cell	always	both	stats/eml-inferential.praat:90 @emlTTest .n2	
emlRunTwoGroupAnalysis	n	cell	always	both	stats/eml-extract.praat:4370 write site .n	
emlRunTwoGroupAnalysis	mean_group1	cell	always	both	stats/eml-inferential.praat:90 @emlTTest .mean1	
emlRunTwoGroupAnalysis	mean_group2	cell	always	both	stats/eml-inferential.praat:90 @emlTTest .mean2	
emlRunTwoGroupAnalysis	sd_group1	cell	always	both	stats/eml-inferential.praat:90 @emlTTest .sd1	
emlRunTwoGroupAnalysis	sd_group2	cell	always	both	stats/eml-inferential.praat:90 @emlTTest .sd2	
emlRunTwoGroupAnalysis	median_group1	cell	always	both	stats/eml-analysis.praat:229 reporter	Assembled for the Group Descriptives block from @emlMedian; no kernel header carries it.
emlRunTwoGroupAnalysis	median_group2	cell	always	both	stats/eml-analysis.praat:236 reporter	Assembled for the Group Descriptives block from @emlMedian; no kernel header carries it.
emlRunTwoGroupAnalysis	mean_diff	cell	always	both	stats/eml-inferential.praat:90 @emlTTest .meanDiff	
emlRunTwoGroupAnalysis	p	cell	always	both	stats/eml-extract.praat:4370 write site .omnibusP	
emlRunTwoGroupAnalysis	t	cell	test:parametric,both	both	stats/eml-inferential.praat:90 @emlTTest .t	Parametric arm only; the nonparametric arm runs no t.
emlRunTwoGroupAnalysis	df	cell	test:parametric,both	both	stats/eml-inferential.praat:90 @emlTTest .df	Parametric arm only.
emlRunTwoGroupAnalysis	cohens_d	cell	test:parametric,both	both	stats/eml-inferential.praat:488 @emlCohenD .d	Parametric arm only.
emlRunTwoGroupAnalysis	hedges_g	cell	test:parametric,both	both	stats/eml-inferential.praat:488 @emlCohenD .g	Parametric arm only.
emlRunTwoGroupAnalysis	u1	cell	test:nonparametric,both	both	stats/eml-inferential.praat:1075 @emlMannWhitneyU .u1	Nonparametric arm only.
emlRunTwoGroupAnalysis	u2	cell	test:nonparametric,both	both	stats/eml-inferential.praat:1075 @emlMannWhitneyU .u2	Nonparametric arm only.
emlRunTwoGroupAnalysis	rank_biserial	cell	test:nonparametric,both	both	stats/eml-inferential.praat:1695 @emlRankBiserialR .r	Nonparametric arm only.
emlRunTwoGroupAnalysis	mw_p	cell	test=both	both	stats/eml-extract.praat:4370 write site .secondP	THE SECOND ARM. The write site carries .secondLabel$/.secondStat/.secondP for a door that ran two tests of one hypothesis; test=both is the only axis value that fills it.
emlRunTwoGroupAnalysis	wilcox_r	cell	test:nonparametric,both	r	run_analyses.R rstatix::wilcox_effsize	R side alone. Rosenthal's r = Z/sqrt(N); not the rank-biserial correlation and it has no plugin counterpart. See D-WILCOXR.
emlRunAnovaAnalysis	f	cell	always	both	stats/eml-inferential.praat:2626 @emlOneWayAnova .fValue	
emlRunAnovaAnalysis	p	cell	always	both	stats/eml-inferential.praat:2626 @emlOneWayAnova .p	
emlRunAnovaAnalysis	df_between	cell	always	both	stats/eml-inferential.praat:2626 @emlOneWayAnova .dfBetween	
emlRunAnovaAnalysis	df_within	cell	always	both	stats/eml-inferential.praat:2626 @emlOneWayAnova .dfWithin	
emlRunAnovaAnalysis	ss_between	cell	always	both	stats/eml-inferential.praat:2626 @emlOneWayAnova .ssBetween	
emlRunAnovaAnalysis	ss_within	cell	always	both	stats/eml-inferential.praat:2626 @emlOneWayAnova .ssWithin	
emlRunAnovaAnalysis	ss_total	cell	always	both	stats/eml-inferential.praat:2626 @emlOneWayAnova .ssTotal	
emlRunAnovaAnalysis	ms_between	cell	always	both	stats/eml-inferential.praat:2626 @emlOneWayAnova .msBetween	
emlRunAnovaAnalysis	ms_within	cell	always	both	stats/eml-inferential.praat:2626 @emlOneWayAnova .msWithin	
emlRunAnovaAnalysis	eta_squared	cell	always	both	stats/eml-inferential.praat:2626 @emlOneWayAnova .etaSquared	
emlRunAnovaAnalysis	n	cell	always	both	stats/eml-extract.praat:4370 write site .n	
emlRunAnovaAnalysis	posthoc_<PAIR>_cohens_d	pair	always	both	stats/eml-inferential.praat:2626 @emlOneWayAnova .dMatrix##	Populated on both post-hoc settings: Tukey's own d when doTukey=1, the orchestrator's fallback loop when doTukey=0.
emlRunAnovaAnalysis	posthoc_<PAIR>_padj	pair	posthoc=1	both	stats/eml-inferential.praat:2626 @emlOneWayAnova .pMatrix## (tukey=1)	Post-hoc axis: the matrices are filled only when .tukey = 1.
emlRunAnovaAnalysis	posthoc_<PAIR>_diff	pair	posthoc=1	both	stats/eml-inferential.praat:2626 @emlOneWayAnova .meanDiff## (tukey=1)	Post-hoc axis.
emlRunAnovaAnalysis	posthoc_<PAIR>_ci_low	pair	posthoc=1	both	stats/eml-inferential.praat:2626 @emlOneWayAnova .qCritical .msWithin .groupN[] (tukey=1); printed graphs/eml-annotation-procedures.praat:5569	THE ROW D-NOCI DENIED. The plugin computes the family-wise half-width qCritical*sqrt(msWithin/2*(1/ni+1/nj)) from its own declared returns and PRINTS the interval in the Tukey HSD Mean Differences block. Compared against stats::TukeyHSD lwr.
emlRunAnovaAnalysis	posthoc_<PAIR>_ci_high	pair	posthoc=1	both	stats/eml-inferential.praat:2626 @emlOneWayAnova .qCritical .msWithin .groupN[] (tukey=1); printed graphs/eml-annotation-procedures.praat:5569	As ci_low. Compared against stats::TukeyHSD upr.
emlRunAnovaAnalysis	posthoc_<PAIR>_q	pair	posthoc=1	praat	stats/eml-inferential.praat:2364 @emlTukeyHSD .qMatrix##	Praat side alone. The studentised range q is intrinsic to the plugin's method; stats::TukeyHSD does not expose it. See D-TUKEYQ.
emlRunKWAnalysis	h	cell	always	both	stats/eml-inferential.praat:3656 @emlKruskalWallis .h	
emlRunKWAnalysis	df	cell	always	both	stats/eml-inferential.praat:3656 @emlKruskalWallis .df	
emlRunKWAnalysis	p	cell	always	both	stats/eml-inferential.praat:3656 @emlKruskalWallis .p	
